,band_singer,ranking,song,title,genre,year,active_years
1294,The Doors,94,Love Her Madly,Love Her Madly,"['Blues rock', 'pop']",1971,1965 1965 1973 1973 1978
1295,Richie Havens,95,Here Comes the Sun,Here Comes the Sun,"['Folk-pop', '']",1971,1965–2012
1296,Wadsworth Mansion,96,Sweet Mary,Sweet Mary,['Pop rock'],1971,
1297,Brenda & the Tabulations,97,Right on the Tip of My Tongue,Right on the Tip of My Tongue,['Soul'],1971,
1298,The 5th Dimension,98,One Less Bell to Answer,One Less Bell to Answer,['Pop'],1971,1966–present 1975
1299,The Doors,99,Riders on the Storm,Riders on the Storm,"['Psychedelic rock', 'jazz rock', 'art rock', 'gothic']",1971,1965 1965 1973 1973 1978
1300,Perry Como,100,"[""It's Impossible""]",It's Impossible,"['Vocal', 'easy listening']",1971,1932–1997
1301,Roberta Flack,1,The First Time Ever I Saw Your Face,The First Time Ever I Saw Your Face,"['Soul', 'vocal jazz']",1972,1968–2022
1302,"[""Gilbert O'Sullivan""]",2,Alone Again (Naturally),Alone Again (Naturally),['Soft rock'],1972,1967–present
1303,Don McLean,3,American Pie,American Pie,['Folk rock'],1972,1964–present
1304,Harry Nilsson,4,Without You,Without You,['Pop'],1972,1958–1992
1305,Sammy Davis Jr.,5,The Candy Man,The Candy Man,"['Vocal jazz', 'swing', 'traditional pop']",1972,1928–1990
1306,Joe Tex,6,I Gotcha,I Gotcha,['Funk'],1972,1955–1982
1307,Bill Withers,7,Lean on Me,Lean on Me,['Soul'],1972,1967–1985
1308,Mac Davis,8,"[""Baby, Don't Get Hooked on Me""]","Baby, Don't Get Hooked on Me",['Country pop'],1972,1962–2020
1309,Melanie,9,Brand New Key,Brand New Key,['Folkpopsoft rock'],1972,1967–present
1310,Wayne Newton,10,"[""Daddy Don't You Walk So Fast""]",Daddy Don't You Walk So Fast,['Pop'],1972,1959–present
1311,Al Green,11,"[""Let's Stay Together""]",Let's Stay Together,['Soul'],1972,1955–present
1312,Looking Glass,12,"[""Brandy (You're a Fine Girl)""]",Brandy (You're a Fine Girl),['Soft rock'],1972,1969–1974 2003–present
1313,The Chi-Lites,13,Oh Girl,Oh Girl,"['R&B', 'soul']",1972,1959–present
1314,Gallery,14,Nice to Be with You,Nice to Be with You,['Soft rock'],1972,1971–1974
1315,Chuck Berry,15,My Ding-a-Ling,My Ding-a-Ling,['Pop rocknovelty'],1972,1953–2017
1316,Luther Ingram,16,"[""(If Loving You Is Wrong) I Don't Want to Be Right""]",(If Loving You Is Wrong) I Don't Want to Be Right,['Soul'],1972,1965–1992
1317,Neil Young,17,Heart of Gold,Heart of Gold,['Folk rock'],1972,1963–present
1318,The Stylistics,18,"Betcha by Golly, Wow","Betcha by Golly, Wow","['Soul', 'Philly soul']",1972,1968–present
1319,The Staple Singers,19,"[""I'll Take You There""]",I'll Take You There,['Funk'],1972,1948–1994 1999
1320,Michael Jackson,20,Ben,Ben,['Popadult contemporary'],1972,1964–2009
1321,Robert John,21,The Lion Sleeps Tonight,The Lion Sleeps Tonight,"['Rhythm and blues', 'doo-wop']",1972,
1322,Billy Preston,22,Outa-Space,Outa-Space,"['Funk', 'psychedelic soul']",1972,1956–2005
1323,War,23,"[""Slippin' into Darkness""]",Slippin' into Darkness,['Funk'],1972,1969–present
1324,The Hollies,24,Long Cool Woman in a Black Dress,Long Cool Woman in a Black Dress,['Swamp rock'],1972,1962 1962
1325,Mouth & MacNeal,25,How Do You Do,How Do You Do,['Pop rock'],1972,1971 1974
1326,Neil Diamond,26,Song Sung Blue,Song Sung Blue,['Soft rock'],1972,1962–present
1327,America,27,A Horse with No Name,A Horse with No Name,"['Folk rock', 'soft rock', 'country rock']",1972,1970–present
1328,Hot Butter,28,Popcorn,Popcorn,['Synth-pop'],1972,1971–1978
1329,The Main Ingredient,29,Everybody Plays the Fool,Everybody Plays the Fool,"['Soul', 'R&B']",1972,1964–1977 1979–1981 1986–1991 1999–2020
1330,Climax,30,Precious and Few,Precious and Few,['Soft rock'],1972,1970–1976
1331,The 5th Dimension,31,"[""(Last Night) I Didn't Get to Sleep at All""]",(Last Night) I Didn't Get to Sleep at All,['Pop'],1972,1966–present 1975
1332,The Moody Blues,32,Nights in White Satin,Nights in White Satin,['Symphonic rock'],1972,1964 2018
1333,Raspberries,33,Go All the Way,Go All the Way,['Power pop'],1972,1970–1975 1999–2000 2004–2005
1334,Cornelius Brothers & Sister Rose,34,Too Late to Turn Back Now,Too Late to Turn Back Now,['R&B'],1972,
1335,"[""The O'Jays""]",35,Back Stabbers,Back Stabbers,"['R&B', 'Philly soul']",1972,1958–present
1336,The Osmonds,36,Down by the Lazy River,Down by the Lazy River,[],1972,1970 1962 1982–2007 2018–2019 2007–2023
1337,Jonathan Edwards,37,Sunshine,Sunshine,"['Country folk', 'country rock', 'pop']",1972,
1338,Mel and Tim,38,Starting All Over Again,Starting All Over Again,['Pop'],1972,1969–1974
1339,Badfinger,39,Day After Day,Day After Day,['Pop rock'],1972,1961 1990
1340,Elton John,40,Rocket Man,Rocket Man,['Soft rock'],1972,1962–present
1341,Michael Jackson,41,"[""Rockin' Robin""]",Rockin' Robin,['Rock and roll'],1972,1964–2009
1342,Daniel Boone,42,Beautiful Sunday,Beautiful Sunday,"['Pop rock', 'bubblegum pop', 'folk']",1972,1958–present
1343,Dennis Coffey,43,Scorpio,Scorpio,[],1972,1955–present
1344,Cat Stevens,44,Morning Has Broken,Morning Has Broken,['Christian hymn (composer Martin Shaw)'],1972,1965–1980 1995–present 2017–present
1345,Arlo Guthrie,45,City of New Orleans,City of New Orleans,"['Folk', 'Country']",1972,1965–2020 2023-present
1346,Ricky Nelson,46,Garden Party,Garden Party,[],1972,1949–1985
1347,Johnny Nash,47,I Can See Clearly Now,I Can See Clearly Now,"['Reggae', 'soul', 'R&B']",1972,1956–2020
1348,Elvis Presley,48,Burning Love,Burning Love,['Rock'],1972,1953–1977
1349,Betty Wright,49,Clean Up Woman,Clean Up Woman,"['Soul', 'funk']",1972,1956–2020
1350,Argent,50,Hold Your Head Up,Hold Your Head Up,"['Hard rock', 'progressive rock']",1972,1969–1976 2010 2012 2013
1351,The Chakachas,51,Jungle Fever,Jungle Fever,['Funkproto-disco'],1972,
1352,Bread,52,Everything I Own,Everything I Own,['Soft rock'],1972,1968 1997
1353,The Dramatics,53,In the Rain,In the Rain,['Soul'],1972,1964–present
1354,Al Green,54,Look What You Done for Me,Look What You Done for Me,['Soul'],1972,1955–present
1355,Donna Fargo,55,The Happiest Girl in the Whole U.S.A.,The Happiest Girl in the Whole U.S.A.,"['Country', 'Pop']",1972,1967–present
1356,T. Rex,56,Bang a Gong (Get it On),Bang a Gong (Get it On),"['Glam rock', 'boogie rock']",1972,1967–1977
1357,Paul Simon,57,Mother and Child Reunion,Mother and Child Reunion,"['Pop rock', 'reggae']",1972,1956–present
1358,Roberta Flack,58,Where Is the Love,Where Is the Love,['Soul'],1972,1968–2022 1967–1979
1359,Al Green,59,"[""I'm Still in Love with You""]",I'm Still in Love with You,['Soul'],1972,1955–present
1360,Derek and the Dominos,60,Layla,Layla,['Rock'],1972,1970–1971
1361,Aretha Franklin,61,Day Dreaming,Day Dreaming,['Soul'],1972,1954–2017
1362,Cher,62,The Way of Love,The Way of Love,"['chanson', 'pop']",1972,1963–present
1363,Three Dog Night,63,Black and White,Black and White,['Pop'],1972,1967–1976 1981–present
1364,Dr. Hook & the Medicine Show,64,"[""Sylvia's Mother""]",Sylvia's Mother,"['Country rock', 'pop']",1972,1968–1985 1988-2015 2019-present
1365,The Carpenters,65,Hurting Each Other,Hurting Each Other,['Pop'],1972,1965–1983
1366,Harry Nilsson,66,Coconut,Coconut,"['Novelty', 'calypso']",1972,1958–1992
1367,Donny Osmond,67,Puppy Love,Puppy Love,['Pop'],1972,1963–present
1368,Jim Croce,68,"[""You Don't Mess Around with Jim""]",You Don't Mess Around with Jim,['Folk rock'],1972,1964–1973
1369,Commander Cody and His Lost Planet Airmen,69,Hot Rod Lincoln,Hot Rod Lincoln,['Rock and roll'],1972,1967–1976 1977–2021
1370,Sonny & Cher,70,"[""A Cowboy's Work Is Never Done""]",A Cowboy's Work Is Never Done,['Pop'],1972,1964–1977
1371,Apollo 100,71,Joy,Joy,[],1972,1971 1971 1973 1973
1372,Carly Simon,72,Anticipation,Anticipation,['Rock'],1972,1963–present
1373,Three Dog Night,73,Never Been to Spain,Never Been to Spain,['Rock'],1972,1967–1976 1981–present
1374,Charley Pride,74,"[""Kiss an Angel Good Mornin'""]",Kiss an Angel Good Mornin',['Country'],1972,1952–2020
1375,Alice Cooper,75,"[""School's Out""]",School's Out,['Hard rockglam rock'],1972,1964 1964 1975 1975 1999 2006 2010 2011 2015 2017 2019
1376,Chicago,76,Saturday in the Park,Saturday in the Park,['Soft rock'],1972,1967–present
1377,Joe Simon,77,Drowning in the Sea of Love,Drowning in the Sea of Love,['Soul'],1972,1959
1378,Bill Withers,78,Use Me,Use Me,"['Soul', 'funk']",1972,1967–1985
1379,Sly & the Family Stone,79,Family Affair,Family Affair,['Funk'],1972,1966–1983
1380,The Jimmy Castor Bunch,80,Troglodyte (Cave Man),Troglodyte (Cave Man),['Funk'],1972,
1381,Redbone,81,The Witch Queen of New Orleans,The Witch Queen of New Orleans,['Swamp rock'],1972,1969–1977 1997–present
1382,Curtis Mayfield,82,"[""Freddie's Dead""]",Freddie's Dead,['Funksoul'],1972,1956–1999
1383,Joe Simon,83,Power of Love,Power of Love,['Soul'],1972,1959
1384,Jerry Butler,84,"[""Ain't Understanding Mellow""]",Ain't Understanding Mellow,['Chicago soul'],1972,1958–present 1985–2018 1970-present
1385,Harry Chapin,85,Taxi,Taxi,['Folk rock'],1972,1981
1386,Beverly Bremers,86,t Say You Don,Don't Say You Don't Remember,"['Pop', 'Soft Rock']",1972,
1387,Bobby Vinton,87,Sealed with a Kiss,Sealed with a Kiss,['Pop'],1972,1958–2015
1388,Todd Rundgren,88,I Saw the Light,I Saw the Light,['Pop'],1972,1966–present
1389,Sailcat,89,Motorcycle Mama,Motorcycle Mama,['Country rock'],1972,
1390,[None],90,Day by Day,Day by Day,['Folk rock'],1972,
1391,Yes,91,Roundabout,Roundabout,['Progressive rock'],1972,1968–1981 1983–2004 2008–present
1392,Jackson Browne,92,Doctor My Eyes,Doctor My Eyes,['Soft rock'],1972,1966–present
1393,The New Seekers,93,"[""I'd Like to Teach the World to Sing (In Perfect Harmony)""]",I'd Like to Teach the World to Sing (In Perfect Harmony),[],1972,1969–1974 1976–2010
1394,Don McLean,94,Vincent,Vincent,['Folk'],1972,1964–present
1395,The Detroit Emeralds,95,Baby Let Me Take You (In My Arms),Baby Let Me Take You (In My Arms),['Soul'],1972,1968–1978 2019–present
1396,Rick Springfield,96,Speak to the Sky,Speak to the Sky,['Pop rock'],1972,1962–present
1397,The Hillside Singers,97,"[""I'd Like to Teach the World to Sing (In Perfect Harmony)""]",I'd Like to Teach the World to Sing (In Perfect Harmony),[],1972,
1398,Love Unlimited,98,"[""Walkin' in the Rain with the One I Love""]",Walkin' in the Rain with the One I Love,['R&B'],1972,1969–1985
1399,James Brown,99,Get on the Good Foot,Get on the Good Foot,['Funk'],1972,1954–2006
1400,The Isley Brothers,100,Pop That Thang,Pop That Thang,['Funk'],1972,1954–present
1401,Tony Orlando and Dawn,1,Tie a Yellow Ribbon Round the Ole Oak Tree,Tie a Yellow Ribbon Round the Ole Oak Tree,['Pop'],1973,1970–1977 1988–1993 2005 2015–2016 2018–present
1402,Jim Croce,2,"Bad, Bad Leroy Brown","Bad, Bad Leroy Brown","['Boogie-woogie', 'novelty']",1973,1964–1973
1403,Roberta Flack,3,Killing Me Softly with His Song,Killing Me Softly with His Song,['Folk'],1973,1968–2022
1404,Marvin Gaye,4,"[""Let's Get It On""]",Let's Get It On,"['Soul', 'R&B']",1973,1957–1984
1405,Paul McCartney & Wings,5,My Love,My Love,"['Soft rock', '']",1973,1971–1981
1406,Kris Kristofferson,6,Why Me,Why Me,['Country gospel'],1973,1959–2020
1407,Elton John,7,Crocodile Rock,Crocodile Rock,['Rock and roll'],1973,1962–present
1408,Billy Preston,8,Will It Go Round in Circles,Will It Go Round in Circles,['Funk-soul'],1973,1956–2005
1409,Carly Simon,9,"[""You're So Vain""]",You're So Vain,['Soft rock'],1973,1963–present
1410,Diana Ross,10,Touch Me in the Morning,Touch Me in the Morning,"['Pop', 'R&B']",1973,1959–present
1411,Vicki Lawrence,11,The Night the Lights Went Out in Georgia,The Night the Lights Went Out in Georgia,['Country pop'],1973,1967–present
1412,Clint Holmes,12,Playground in My Mind,Playground in My Mind,['Pop'],1973,
1413,Stories,13,Brother Louie,Brother Louie,"['Blue-eyed soul', 'hard rock']",1973,1972–1974
1414,Helen Reddy,14,Delta Dawn,Delta Dawn,['Country'],1973,1965 2017
1415,Billy Paul,15,Me and Mrs. Jones,Me and Mrs. Jones,['Philadelphia soul'],1973,1952–2016
1416,The Edgar Winter Group,16,Frankenstein,Frankenstein,"['Instrumental rock', 'hard rock', 'progressive rock', 'art rock']",1973,1969–present
1417,Dobie Gray,17,Drift Away,Drift Away,['Swamp rock'],1973,1960–2011
1418,Sweet,18,Little Willy,Little Willy,['Glam rock'],1973,1968 1968 1982 1982 1985 1985
1419,Stevie Wonder,19,You Are the Sunshine of My Life,You Are the Sunshine of My Life,"['Progressive soul', 'pop', 'easy listening']",1973,1961–present
1420,Cher,20,Half-Breed,Half-Breed,['Pop rockfolk rock'],1973,1963–present
1421,The Isley Brothers,21,That Lady,That Lady,['R&B'],1973,1954–present
1422,Sylvia Robinson,22,Pillow Talk,Pillow Talk,['Soul'],1973,1950–2011
1423,Grand Funk Railroad,23,"[""We're an American Band""]",We're an American Band,['Hard rock'],1973,1969–1976 1981–1983 1996–1998 2000–present
1424,Dr. John,24,Right Place Wrong Time,Right Place Wrong Time,[],1973,2019
1425,Skylark,25,Wildflower,Wildflower,"['Rock', 'soft rock']",1973,1971–1973
1426,Stevie Wonder,26,Superstition,Superstition,['Pop'],1973,1961–present
1427,Paul Simon,27,Loves Me Like a Rock,Loves Me Like a Rock,['Pop rock'],1973,1956–present
1428,Maureen McGovern,28,The Morning After,The Morning After,['Pop'],1973,1967–2022
1429,John Denver,29,Rocky Mountain High,Rocky Mountain High,"['Folk rock', 'country folk', 'country rock', 'soft rock']",1973,1962–1997
1430,Stealers Wheel,30,Stuck in the Middle with You,Stuck in the Middle with You,"['Country rock', 'folk rock', 'soft rock']",1973,1972–1975 2008
1431,Three Dog Night,31,Shambala,Shambala,['Pop rock'],1973,1967–1976 1981–present
1432,"[""The O'Jays""]",32,Love Train,Love Train,"['Proto-disco', '', 'Philly soul', 'bubblegum pop']",1973,1958–present
1433,Barry White,33,"[""I'm Gonna Love You Just a Little More Baby""]",I'm Gonna Love You Just a Little More Baby,"['Soul', 'R&B']",1973,1958–2003
1434,Tony Orlando and Dawn,34,"Say, Has Anybody Seen My Sweet Gypsy Rose","Say, Has Anybody Seen My Sweet Gypsy Rose",['Pop'],1973,1970–1977 1988–1993 2005 2015–2016 2018–present
1435,Eddie Kendricks,35,"[""Keep on Truckin'""]",Keep on Truckin',['Funk'],1973,1955–1992
1436,Anne Murray,36,"[""Danny's Song""]",Danny's Song,['Folk rock'],1973,1967–2008
1437,King Harvest,37,Dancing in the Moonlight,Dancing in the Moonlight,['Pop rock'],1973,1969–1976 2012–2016
1438,Boris,38,Monster Mash,Monster Mash,"['Novelty', 'pop', 'rock and roll']",1973,1959–2007
1439,Bloodstone,39,Natural High,Natural High,['R&B'],1973,1962–present
1440,Seals and Crofts,40,Diamond Girl,Diamond Girl,['Soft rock'],1973,1969–1980 1991–1992 2004
1441,The Doobie Brothers,41,"[""Long Train Runnin'""]",Long Train Runnin',['Country rock'],1973,1970 1970 1982 1982 1987 1987
1442,George Harrison,42,Give Me Love (Give Me Peace on Earth),Give Me Love (Give Me Peace on Earth),"['Folk rock', 'gospel']",1973,1958–2001
1443,Sly & the Family Stone,43,If You Want Me to Stay,If You Want Me to Stay,['Funk'],1973,1966–1983
1444,Jermaine Jackson,44,"[""Daddy's Home""]",Daddy's Home,['R&B'],1973,1965–present
1445,Gladys Knight & the Pips,45,Neither One of Us (Wants to Be the First to Say Goodbye),Neither One of Us (Wants to Be the First to Say Goodbye),"['Soul', 'pop']",1973,1952–1989
1446,New York City,46,m Doin,I'm Doin' Fine Now,[],1973,1972–1975
1447,The Spinners,47,"[""Could It Be I'm Falling in Love""]",Could It Be I'm Falling in Love,['Philadelphia soul'],1973,1954–present
1448,Elton John,48,Daniel,Daniel,['Soft rock'],1973,1962–present
1449,Gladys Knight & the Pips,49,Midnight Train to Georgia,Midnight Train to Georgia,"['Soul', 'R&B', 'soft rock']",1973,1952–1989
1450,Deep Purple,50,Smoke on the Water,Smoke on the Water,"['Hard rock', 'heavy metal']",1973,1968
1451,Dr. Hook & The Medicine Show,51,The Cover of the Rolling Stone,The Cover of the Rolling Stone,"['Skiffle', 'pop rock', 'country rock', '']",1973,1968–1985 1988-2015 2019-present
1452,Charlie Rich,52,Behind Closed Doors,Behind Closed Doors,['Country'],1973,1958–1995
1453,Loggins and Messina,53,"[""Your Mama Don't Dance""]",Your Mama Don't Dance,['Rock and roll'],1973,1971
1454,Chicago,54,"[""Feelin' Stronger Every Day""]",Feelin' Stronger Every Day,['Rock'],1973,1967–present
1455,War,55,The Cisco Kid,The Cisco Kid,['Funk rock'],1973,1969–present
1456,Paul McCartney & Wings,56,Live and Let Die,Live and Let Die,['Symphonic rock'],1973,1971–1981
1457,Hurricane Smith,57,"Oh, Babe, What Would You Say?","Oh, Babe, What Would You Say?",['Pop rock'],1973,1959 2007
1458,Johnnie Taylor,58,I Believe in You (You Believe in Me),I Believe in You (You Believe in Me),['Soul'],1973,1953–2000
1459,The Carpenters,59,Sing,Sing,"[""Children's music"", 'pop']",1973,1965–1983
1460,The Four Tops,60,t No Woman (Like the One I,Ain't No Woman (Like the One I've Got),['Soul'],1973,1953–present
1461,Eric Weissberg,61,Dueling Banjos,Dueling Banjos,['Bluegrass'],1973,1958–2020
1462,Stevie Wonder,62,Higher Ground,Higher Ground,['Funk'],1973,1961–present
1463,Al Green,63,Here I Am (Come and Take Me),Here I Am (Come and Take Me),['Soul'],1973,1955–present
1464,B.W. Stevenson,64,My Maria,My Maria,['Country rock'],1973,1972–1988
1465,Curtis Mayfield,65,Superfly,Superfly,['Funk'],1973,1956–1999
1466,Edward Bear,66,Last Song,Last Song,['Pop'],1973,
1467,"[""Gilbert O'Sullivan""]",67,Get Down,Get Down,[],1973,1967–present
1468,Steely Dan,68,"[""Reelin' in the Years""]",Reelin' in the Years,['Jazz rock'],1973,1971–1981 1993–present
1469,Focus,69,Hocus Pocus,Hocus Pocus,"['Progressive rock', 'hard rock']",1973,1969–1978 1990 1997–1999 2002–present
1470,The Carpenters,70,Yesterday Once More,Yesterday Once More,['Soft rock'],1973,1965–1983
1471,Bette Midler,71,Boogie Woogie Bugle Boy,Boogie Woogie Bugle Boy,['Traditional popjump blues'],1973,1965–present
1472,"[""Gilbert O'Sullivan""]",72,Clair,Clair,"['Pop', 'soft rock']",1973,1967–present
1473,Steely Dan,73,Do It Again,Do It Again,['Soft rock'],1973,1971–1981 1993–present
1474,Paul Simon,74,Kodachrome,Kodachrome,"['Pop rock', 'country rock', 'folk rock', 'rock and roll']",1973,1956–present
1475,Timmy Thomas,75,"[""Why Can't We Live Together""]",Why Can't We Live Together,['Soul'],1973,
1476,Bette Midler,76,Do You Wanna Dance?,Do You Wanna Dance?,['Rock and roll'],1973,1965–present
1477,Tower of Power,77,So Very Hard to Go,So Very Hard to Go,['R&B'],1973,1968–present
1478,Johnny Rivers,78,"[""Rockin' Pneumonia and the Boogie Woogie Flu""]",Rockin' Pneumonia and the Boogie Woogie Flu,['Rock and roll'],1973,1956–present
1479,The Allman Brothers Band,79,"[""Ramblin' Man""]",Ramblin' Man,"['Country rock', 'Southern rock']",1973,1969 2014
1480,The Temptations,80,Masterpiece,Masterpiece,"['Soul', 'psychedelic soul']",1973,1960–present
1481,Helen Reddy,81,Peaceful,Peaceful,[],1973,1965 2017
